ID,Title,"File Name","File Size",Caption,"Alt Text",Description,URL,"Date Uploaded",Type
1468,IMG_0062,IMG_0062-scaled.jpg,"740 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_0062-scaled.jpg,"March 8, 2024",image/jpeg
1414,whatsappIcon,whatsappIcon.svg,"818 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/whatsappIcon.svg,"March 8, 2024",image/svg+xml
1406,l12,l12.png,"34 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/l12.png,"March 8, 2024",image/png
1405,l19,l19.png,"43 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/l19.png,"March 8, 2024",image/png
1397,userIcon,userIcon.png,"2 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/userIcon.png,"March 8, 2024",image/png
1294,20231102_130320,20231102_130320-scaled.jpg,"637 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/20231102_130320-scaled.jpg,"March 8, 2024",image/jpeg
1289,IMG_4438,IMG_4438.jpg,"742 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_4438.jpg,"March 8, 2024",image/jpeg
1287,IMG_0044,IMG_0044-scaled.jpg,"743 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_0044-scaled.jpg,"March 8, 2024",image/jpeg
1227,IMG_0028,IMG_0028-scaled.jpg,"561 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_0028-scaled.jpg,"March 8, 2024",image/jpeg
1219,IMG_0076,IMG_0076-scaled.jpg,"761 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_0076-scaled.jpg,"March 8, 2024",image/jpeg
1209,20231117_124625,20231117_124625-scaled.jpg,"512 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/20231117_124625-scaled.jpg,"March 8, 2024",image/jpeg
1137,IMG_0067,IMG_0067-scaled.jpg,"735 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_0067-scaled.jpg,"March 8, 2024",image/jpeg
1132,IMG_4420,IMG_4420.jpg,"838 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/IMG_4420.jpg,"March 8, 2024",image/jpeg
1112,convertionAFJ,convertionAFJ.png,"626 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/convertionAFJ.png,"March 8, 2024",image/png
1107,maintenenceAFJ,maintenenceAFJ.png,"705 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/maintenenceAFJ.png,"March 8, 2024",image/png
1102,afj,afj.png,"755 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/afj.png,"March 8, 2024",image/png
1101,homeToSchool,homeToSchool.png,"568 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/homeToSchool.png,"March 8, 2024",image/png
1028,gfsdfgsd,gfsdfgsd.png,"479 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/gfsdfgsd.png,"March 8, 2024",image/png
1024,"Group 111",Group-111.png,"550 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-111.png,"March 8, 2024",image/png
1019,"Group 110",Group-110.png,"59 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-110.png,"March 8, 2024",image/png
1002,chad-kirchoff-xe-e69j6-Ds-unsplash,chad-kirchoff-xe-e69j6-Ds-unsplash-scaled.jpg,"407 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/chad-kirchoff-xe-e69j6-Ds-unsplash-scaled.jpg,"March 7, 2024",image/jpeg
987,humphrey-muleba-T-WRLSsiZYE-unsplash,humphrey-muleba-T-WRLSsiZYE-unsplash-scaled.jpg,"745 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/humphrey-muleba-T-WRLSsiZYE-unsplash-scaled.jpg,"March 7, 2024",image/jpeg
980,lalithmalhaar-gudi-T1C9zpFpky4-unsplash,lalithmalhaar-gudi-T1C9zpFpky4-unsplash-scaled.jpg,"343 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/lalithmalhaar-gudi-T1C9zpFpky4-unsplash-scaled.jpg,"March 7, 2024",image/jpeg
946,anastasia-petrova-xu2WYJek5AI-unsplash,anastasia-petrova-xu2WYJek5AI-unsplash-scaled.jpg,"393 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/anastasia-petrova-xu2WYJek5AI-unsplash-scaled.jpg,"March 7, 2024",image/jpeg
843,sde,sde-4.png,"407 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/sde-4.png,"March 7, 2024",image/png
841,sde,sde-3.png,"327 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/sde-3.png,"March 7, 2024",image/png
837,sde,sde-2.png,"328 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/sde-2.png,"March 7, 2024",image/png
836,sde,sde-1.png,"329 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/sde-1.png,"March 7, 2024",image/png
835,sde,sde.png,"477 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/sde.png,"March 7, 2024",image/png
794,linkedinIcon,linkedinIcon.svg,"610 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/linkedinIcon.svg,"March 7, 2024",image/svg+xml
793,locationIcon,locationIcon.svg,"379 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/locationIcon.svg,"March 7, 2024",image/svg+xml
792,mailIcon,mailIcon.svg,"454 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/mailIcon.svg,"March 7, 2024",image/svg+xml
791,PhoneIcon,PhoneIcon.svg,"863 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/PhoneIcon.svg,"March 7, 2024",image/svg+xml
645,aldrin-rachman-pradana-D8wmd6Sze78-unsplash,aldrin-rachman-pradana-D8wmd6Sze78-unsplash.png,"2 MB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/aldrin-rachman-pradana-D8wmd6Sze78-unsplash.png,"March 6, 2024",image/png
642,ryan-brooklyn-AqR7JhePqmQ-unsplash,ryan-brooklyn-AqR7JhePqmQ-unsplash.png,"2 MB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/ryan-brooklyn-AqR7JhePqmQ-unsplash.png,"March 6, 2024",image/png
639,jakub-pabis-yckdnpRfCoU-unsplash,jakub-pabis-yckdnpRfCoU-unsplash.png,"4 MB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/jakub-pabis-yckdnpRfCoU-unsplash.png,"March 6, 2024",image/png
636,pexels-airam-datoon-15487495,pexels-airam-datoon-15487495.png,"2 MB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/pexels-airam-datoon-15487495.png,"March 6, 2024",image/png
634,jp-valery-xO5V-7tI1gg-unsplash,jp-valery-xO5V-7tI1gg-unsplash.png,"840 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/jp-valery-xO5V-7tI1gg-unsplash.png,"March 6, 2024",image/png
621,adasssddd,adasssddd.png,"624 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/adasssddd.png,"March 6, 2024",image/png
613,pexels-photo-6754163,pexels-photo-6754163.webp,"75 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/pexels-photo-6754163.webp,"March 6, 2024",image/webp
609,pexels-photo-9519974,pexels-photo-9519974.webp,"47 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/pexels-photo-9519974.webp,"March 6, 2024",image/webp
607,pexels-photo-1108101,pexels-photo-1108101.jpeg,"102 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/pexels-photo-1108101.jpeg,"March 6, 2024",image/jpeg
603,pexels-photo-5668858,pexels-photo-5668858.webp,"41 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/pexels-photo-5668858.webp,"March 6, 2024",image/webp
599,2-q60nyppvqqmsbd64fltmdfqihvy2cge38dj2vnyp9c,2-q60nyppvqqmsbd64fltmdfqihvy2cge38dj2vnyp9c.webp,"23 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/2-q60nyppvqqmsbd64fltmdfqihvy2cge38dj2vnyp9c.webp,"March 6, 2024",image/webp
592,Private-Hire-Service-min-qfthq7ja75vvhkfis9mril4o4adrpgrpsjjtw6tlcw,Private-Hire-Service-min-qfthq7ja75vvhkfis9mril4o4adrpgrpsjjtw6tlcw.png,"57 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Private-Hire-Service-min-qfthq7ja75vvhkfis9mril4o4adrpgrpsjjtw6tlcw.png,"March 6, 2024",image/png
554,"Mask Group 324",Mask-Group-324.png,"531 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Mask-Group-324.png,"March 6, 2024",image/png
535,"Mask Group 3",Mask-Group-3-1.png,"492 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Mask-Group-3-1.png,"March 6, 2024",image/png
531,"Mask Group 3",Mask-Group-3.png,"526 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Mask-Group-3.png,"March 6, 2024",image/png
495,"Rectangle 74",Rectangle-74.png,"3 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Rectangle-74.png,"March 6, 2024",image/png
412,NoPath,NoPath-1.png,"613 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/NoPath-1.png,"March 5, 2024",image/png
411,"NoPath &#8211; Copy (3)",NoPath-Copy-3-1.png,"371 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/NoPath-Copy-3-1.png,"March 5, 2024",image/png
390,"NoPath &#8211; Copy (3)",NoPath-Copy-3.png,"388 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/NoPath-Copy-3.png,"March 5, 2024",image/png
299,"Group 107",Group-107.png,"23 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-107.png,"March 5, 2024",image/png
300,"Group 106",Group-106.png,"22 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-106.png,"March 5, 2024",image/png
298,"Group 108",Group-108.png,"23 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-108.png,"March 5, 2024",image/png
297,"Group 109",Group-109.png,"22 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-109.png,"March 5, 2024",image/png
289,"Group 105",Group-105-1.png,"47 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-105-1.png,"March 5, 2024",image/png
272,NoPath,NoPath.png,"152 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/NoPath.png,"March 5, 2024",image/png
270,"Rectangle 21",Rectangle-21.png,"30 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Rectangle-21.png,"March 5, 2024",image/png
230,"Rectangle 5",Rectangle-5-1.png,"3 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Rectangle-5-1.png,"March 5, 2024",image/png
225,aboutG,aboutG.png,"1 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/aboutG.png,"March 5, 2024",image/png
224,full-shot-man-walking-by-trucks-fleet,full-shot-man-walking-by-trucks-fleet.png,"770 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/full-shot-man-walking-by-trucks-fleet.png,"March 5, 2024",image/png
213,bookIcon,bookIcon.svg,"338 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/bookIcon.svg,"March 5, 2024",image/svg+xml
174,visionIcon,visionIcon.svg,"750 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/visionIcon.svg,"March 5, 2024",image/svg+xml
173,missionIcon,missionIcon.svg,"4 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/missionIcon.svg,"March 5, 2024",image/svg+xml
161,"Union 3",Union-3.svg,"443 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Union-3.svg,"March 5, 2024",image/svg+xml
160,"Union 4",Union-4.svg,"491 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Union-4.svg,"March 5, 2024",image/svg+xml
159,"Union 2",Union-2.svg,"334 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Union-2.svg,"March 5, 2024",image/svg+xml
154,"Path 8",Path-8.svg,"555 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Path-8.svg,"March 5, 2024",image/svg+xml
102,"Rectangle 5",Rectangle-5.png,"865 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Rectangle-5.png,"March 5, 2024",image/png
85,afjltdlogos,afjltdlogos.png,"5 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/afjltdlogos.png,"March 5, 2024",image/png
75,"Mask Group 2",Mask-Group-2.png,"566 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Mask-Group-2.png,"March 5, 2024",image/png
74,bgimages,bgimages.png,"62 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/bgimages.png,"March 5, 2024",image/png
55,"Path 7",Path-7.png,"487 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Path-7.png,"March 5, 2024",image/png
48,starIcon,starIcon.png,"403 B",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/starIcon.png,"March 5, 2024",image/png
39,"Group 105",Group-105.png,"631 KB",,,,https://afjltd.co.uk/wp-content/uploads/2024/03/Group-105.png,"March 5, 2024",image/png
